inventory_id,product_id,supplier_id,warehouse,stock_quantity,reorder_level,last_updated,inventory_status
INV01379,PRD00879,SUP0173,Chennai WH,301,160,19-11-2025,Available
INV01380,PRD00240,SUP0371,Bengaluru WH,979,165,04-07-2025,Low Stock
INV01381,PRD00185,SUP0439,Delhi WH,655,46,06-09-2025,Available
INV01382,PRD00465,SUP0116,Delhi WH,970,162,03-10-2025,Out of Stock
INV01383,PRD00113,SUP0009,Hyderabad WH,921,149,13-08-2025,Low Stock
INV01384,PRD01540,SUP0113,Chennai WH,645,71,10-04-2025,Low Stock
INV01385,PRD00630,SUP0219,Chennai WH,368,72,18-04-2025,Low Stock
INV01386,PRD01833,SUP0043,Delhi WH,788,110,17-05-2025,Out of Stock
INV01387,PRD01416,SUP0383,Bengaluru WH,260,195,09-08-2025,Low Stock
INV01388,PRD00482,SUP0239,Chennai WH,90,165,18-09-2025,Out of Stock
INV01389,PRD01832,SUP0462,Delhi WH,184,161,21-05-2025,Low Stock
INV01390,PRD01851,SUP0147,Bengaluru WH,574,132,27-12-2025,Low Stock
INV01391,PRD00267,SUP0469,Delhi WH,34,158,22-08-2025,available
INV01392,PRD00210,SUP0202,Mumbai WH,396,74,13-10-2025,Low Stock
INV01393,PRD01728,SUP0213,Hyderabad WH,733,67,22-05-2025,Out of Stock
INV01394,PRD01280,SUP0393,Delhi WH,494,99,11-10-2025,Low Stock
INV01395,PRD00116,SUP0399,Hyderabad WH,165,77,24-09-2025,available
INV01396,PRD00075,SUP0108,Mumbai WH,184,137,11-01-2025,Available
INV01397,PRD01834,SUP0361,Delhi WH,141,116,23-04-2025,Out of Stock
INV01398,PRD00026,SUP0487,Mumbai WH,963,155,16-02-2025,Low Stock
INV01399,PRD01396,SUP0210,Hyderabad WH,10,115,03-04-2025,Out of Stock
INV01400,PRD00578,SUP0027,Mumbai WH,493,41,15-05-2025,Out of Stock
INV01401,PRD01692,SUP0468,Delhi WH,313,117,26-10-2025,Out of Stock
INV01402,PRD00833,SUP0249,Delhi WH,646,24,01-08-2025,Low Stock
INV01403,PRD00289,SUP0458,Bengaluru WH,600,24,01-12-2025,Available
INV01404,PRD00258,SUP0323,Delhi WH,80,86,18-02-2025,Out of Stock
INV01405,PRD01454,SUP0463,Hyderabad WH,607,117,19-02-2025,Out of Stock
INV01406,PRD01226,SUP0140,Chennai WH,330,130,03-10-2025,Low Stock
INV01407,PRD00080,SUP0384,Mumbai WH,360,187,07-05-2025,Available
INV01408,PRD01531,SUP0365,Chennai WH,268,145,05-03-2025,Out of Stock
INV01409,PRD00973,SUP0430,Bengaluru WH,357,188,26-01-2025,Low Stock
INV01410,PRD01379,SUP0081,Bengaluru WH,677,68,11-04-2025,available
INV01411,PRD00396,SUP0071,Mumbai WH,463,139,27-07-2025,Out of Stock
INV01412,PRD00734,SUP0278,Delhi WH,636,148,15-07-2025,Out of Stock
INV01413,PRD00461,SUP0264,Hyderabad WH,1,22,17-05-2025,Low Stock
INV01414,PRD01713,SUP0211,Bengaluru WH,666,27,22-05-2025,Low Stock
INV01415,PRD01428,SUP0119,Bengaluru WH,742,25,27-04-2025,Out of Stock
INV01416,PRD01296,SUP0451,Delhi WH,742,162,17-04-2025,available
INV01417,PRD01719,SUP0240,Delhi WH,830,120,17-05-2025,available
INV01418,PRD00811,SUP0426,Mumbai WH,139,149,04-07-2025,available
INV01419,PRD01988,SUP0205,Chennai WH,48,96,28-01-2025,available
INV01420,PRD01459,SUP0088,Chennai WH,559,114,05-10-2025,Low Stock
INV01421,PRD00996,SUP0201,Chennai WH,214,60,01-09-2025,Available
INV01422,PRD00731,SUP0001,Hyderabad WH,994,190,16-03-2025,Available
INV01423,PRD00221,SUP0440,Delhi WH,891,166,02-04-2025,Low Stock
INV01424,PRD01563,SUP0035,Hyderabad WH,209,200,08-04-2025,Low Stock
INV01425,PRD00842,SUP0049,Hyderabad WH,626,99,08-12-2025,available
INV01426,PRD00601,SUP0293,Mumbai WH,486,190,05-07-2025,Out of Stock
INV01427,PRD00141,SUP0286,Chennai WH,514,98,20-04-2025,Out of Stock
INV01428,PRD00475,SUP0041,Bengaluru WH,339,151,17-04-2025,Available
INV01429,PRD00208,SUP0406,Delhi WH,421,200,03-01-2025,available
INV01430,PRD01067,SUP0284,Bengaluru WH,192,38,19-05-2025,Available
INV01431,PRD00193,SUP0470,Bengaluru WH,846,133,10-10-2025,available
INV01432,PRD00783,SUP0199,Chennai WH,921,54,20-11-2025,available
INV01433,PRD00979,SUP0319,Mumbai WH,59,77,26-10-2025,Out of Stock
INV01434,PRD00223,SUP0093,Bengaluru WH,959,118,02-04-2025,Out of Stock
INV01435,PRD00723,SUP0374,Chennai WH,562,25,21-01-2025,Low Stock
INV01436,PRD01666,SUP0368,Hyderabad WH,513,124,07-02-2025,Out of Stock
INV01437,PRD01245,SUP0246,Mumbai WH,185,79,21-07-2025,Available
INV01438,PRD00977,SUP0489,Mumbai WH,664,72,02-05-2025,Available
INV01439,PRD01658,SUP0299,Chennai WH,275,149,04-09-2025,available
INV01440,PRD00489,SUP0328,Delhi WH,891,171,28-05-2025,Out of Stock
INV01441,PRD01961,SUP0454,Bengaluru WH,383,172,20-06-2025,Low Stock
INV01442,PRD00826,SUP0213,Chennai WH,527,197,13-10-2025,Available
INV01443,PRD00916,SUP0317,Hyderabad WH,887,94,22-02-2025,Out of Stock
INV01444,PRD00051,SUP0148,Delhi WH,915,156,25-04-2025,Low Stock
INV01445,PRD01477,SUP0461,Delhi WH,705,179,18-02-2025,Out of Stock
INV01446,PRD01553,SUP0334,Hyderabad WH,825,194,17-11-2025,Available
INV01447,PRD00048,SUP0180,Bengaluru WH,826,99,25-11-2025,Out of Stock
INV01448,PRD00504,SUP0037,Hyderabad WH,541,126,13-12-2025,Low Stock
INV01449,PRD01804,SUP0445,Hyderabad WH,923,55,14-03-2025,available
INV01450,PRD00297,SUP0037,Mumbai WH,189,61,21-03-2025,Available
INV01451,PRD01505,SUP0378,Mumbai WH,953,36,11-11-2025,Low Stock
INV01452,PRD01768,SUP0149,Hyderabad WH,964,33,10-09-2025,Available
INV01453,PRD00833,SUP0382,Hyderabad WH,710,54,28-01-2025,Low Stock
INV01454,PRD00207,SUP0433,Delhi WH,578,45,26-01-2025,Low Stock
INV01455,PRD01343,SUP0053,Chennai WH,856,182,24-01-2025,Available
INV01456,PRD00960,SUP0171,Hyderabad WH,266,92,07-10-2025,Available
INV01457,PRD00285,SUP0422,Mumbai WH,171,98,01-12-2025,Available
INV01458,PRD00285,SUP0067,Mumbai WH,370,86,07-04-2025,Out of Stock
INV01459,PRD00544,SUP0411,Delhi WH,440,193,11-08-2025,available
INV01460,PRD00075,SUP0411,Delhi WH,642,152,28-04-2025,Out of Stock
INV01461,PRD01833,SUP0083,Mumbai WH,237,41,11-07-2025,Low Stock
INV01462,PRD01954,SUP0465,Delhi WH,228,22,24-03-2025,Available
INV01463,PRD00790,SUP0045,Bengaluru WH,912,105,10-12-2025,available
INV01464,PRD01892,SUP0291,Chennai WH,961,91,22-08-2025,Out of Stock
INV01465,PRD01762,SUP0297,Hyderabad WH,107,43,05-06-2025,Available
INV01466,PRD01556,SUP0426,Hyderabad WH,0,58,13-11-2025,Available
INV01467,PRD01037,SUP0143,Chennai WH,709,190,04-05-2025,Out of Stock
INV01468,PRD01692,SUP0391,Delhi WH,471,153,24-02-2025,Available
INV01469,PRD00364,SUP0080,Mumbai WH,953,108,13-04-2025,Available
INV01470,PRD00381,SUP0035,Chennai WH,235,110,22-07-2025,Low Stock
INV01471,PRD00171,SUP0034,Mumbai WH,313,59,09-02-2025,available
INV01472,PRD01852,SUP0462,Hyderabad WH,418,30,20-04-2025,Low Stock
INV01473,PRD01467,SUP0480,Hyderabad WH,831,121,12-11-2025,Out of Stock
INV01474,PRD00942,SUP0052,Delhi WH,674,53,23-11-2025,available
INV01475,PRD01040,SUP0441,Chennai WH,405,172,17-10-2025,Low Stock
INV01476,PRD00481,SUP0402,Chennai WH,879,123,07-02-2025,Out of Stock
INV01477,PRD00225,SUP0239,Delhi WH,165,98,20-11-2025,available
INV01478,PRD00060,SUP0477,Mumbai WH,917,80,04-10-2025,available
INV01479,PRD00454,SUP0143,Chennai WH,991,77,27-04-2025,available
INV01480,PRD00402,SUP0469,Delhi WH,910,39,04-05-2025,Out of Stock
INV01481,PRD00616,SUP0308,Delhi WH,843,21,25-08-2025,Low Stock
INV01482,PRD01205,SUP0291,Delhi WH,815,163,28-02-2025,available
INV01483,PRD00845,SUP0333,Delhi WH,245,84,17-03-2025,available
INV01484,PRD01169,SUP0444,Bengaluru WH,995,86,11-04-2025,Low Stock
INV01485,PRD00676,SUP0145,Mumbai WH,569,133,13-09-2025,available
INV01486,PRD01092,SUP0119,Hyderabad WH,574,114,14-01-2025,Out of Stock
INV01487,PRD00284,SUP0254,Mumbai WH,649,28,20-02-2025,Low Stock
INV01488,PRD01471,SUP0400,Mumbai WH,984,26,22-05-2025,Low Stock
INV01489,PRD01927,SUP0480,Hyderabad WH,254,200,25-07-2025,available
INV01490,PRD01623,SUP0412,Delhi WH,927,156,07-04-2025,available
INV01491,PRD00710,SUP0014,Delhi WH,443,93,27-05-2025,available
INV01492,PRD01503,SUP0155,Hyderabad WH,508,51,09-09-2025,Low Stock
INV01493,PRD01253,SUP0056,Delhi WH,853,88,19-12-2025,available
INV01494,PRD01084,SUP0290,Hyderabad WH,53,142,27-06-2025,Out of Stock
INV01495,PRD00082,SUP0196,Hyderabad WH,290,98,04-06-2025,Low Stock
INV01496,PRD00408,SUP0310,Delhi WH,520,72,04-02-2025,Low Stock
INV01497,PRD01327,SUP0294,Mumbai WH,191,68,04-06-2025,available
INV01498,PRD01553,SUP0234,Mumbai WH,907,197,27-11-2025,Out of Stock
INV01499,PRD01579,SUP0358,Chennai WH,824,102,22-12-2025,Out of Stock
INV01500,PRD01714,SUP0281,Bengaluru WH,545,176,17-11-2025,Low Stock
