task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK000321,PROJ03594,EMP0087,Site Visit,16-08-2024,08-06-2025,Delayed,31
TASK000322,PROJ00490,EMP0074,Installation,05-01-2024,08-10-2025,Pending,86
TASK000323,PROJ03119,EMP0246,Quality Check,22-04-2024,12-08-2025,completed,29
TASK000324,PROJ00185,EMP0148,Handover,01-08-2024,11-12-2025,completed,83
TASK000325,PROJ03444,EMP0187,Material Procurement,22-08-2024,13-02-2025,Delayed,20
TASK000326,PROJ03064,EMP0088,Handover,07-08-2024,01-07-2025,Completed,99
TASK000327,PROJ01892,EMP0031,Design Approval,16-04-2024,02-03-2025,Pending,15
TASK000328,PROJ03587,EMP0073,Handover,14-03-2024,27-10-2025,Completed,51
TASK000329,PROJ00967,EMP0019,Site Visit,01-08-2024,,Completed,13
TASK000330,PROJ01859,EMP0128,Design Approval,18-06-2024,,Delayed,82
TASK000331,PROJ01760,EMP0153,Installation,24-12-2024,09-05-2025,Completed,42
TASK000332,PROJ02733,EMP0261,Site Visit,06-08-2024,16-01-2025,completed,94
TASK000333,PROJ03884,EMP0002,Design Approval,28-02-2024,25-10-2025,completed,17
TASK000334,PROJ02128,EMP0278,Handover,09-08-2024,16-01-2025,Pending,66
TASK000335,PROJ04946,EMP0019,Handover,27-10-2024,,In Progress,13
TASK000336,PROJ02222,EMP0117,Quality Check,08-10-2024,,Completed,65
TASK000337,PROJ01349,EMP0048,Design Approval,10-02-2024,08-04-2025,completed,75
TASK000338,PROJ03181,EMP0243,Quality Check,07-10-2024,18-05-2025,Completed,75
TASK000339,PROJ02006,EMP0279,Material Procurement,05-04-2024,01-02-2025,In Progress,25
TASK000340,PROJ03343,EMP0275,Site Visit,20-12-2024,09-06-2025,Delayed,99
TASK000341,PROJ00434,EMP0216,Design Approval,07-11-2024,07-11-2025,In Progress,76
TASK000342,PROJ02624,EMP0005,Installation,05-08-2024,14-10-2025,Pending,71
TASK000343,PROJ00512,EMP0112,Material Procurement,10-06-2024,21-02-2025,Completed,3
TASK000344,PROJ03027,EMP0143,Quality Check,11-01-2024,11-03-2025,Delayed,56
TASK000345,PROJ03803,EMP0242,Material Procurement,17-03-2024,,Completed,2
TASK000346,PROJ04863,EMP0176,Quality Check,25-07-2024,26-09-2025,Delayed,74
TASK000347,PROJ02641,EMP0040,Installation,09-02-2024,19-12-2025,Pending,9
TASK000348,PROJ04110,EMP0173,Site Visit,19-07-2024,20-04-2025,In Progress,33
TASK000349,PROJ02043,EMP0238,Handover,23-10-2024,19-03-2025,Delayed,6
TASK000350,PROJ04532,EMP0025,Quality Check,25-11-2024,02-02-2025,Completed,78
TASK000351,PROJ01217,EMP0049,Quality Check,07-12-2024,23-05-2025,completed,13
TASK000352,PROJ02517,EMP0231,Material Procurement,18-01-2024,,Completed,10
TASK000353,PROJ00006,EMP0153,Handover,01-05-2024,18-04-2025,In Progress,29
TASK000354,PROJ04519,EMP0222,Installation,13-01-2024,,Pending,1
TASK000355,PROJ01550,EMP0275,Design Approval,15-10-2024,01-03-2025,Completed,65
TASK000356,PROJ02773,EMP0041,Site Visit,26-10-2024,18-08-2025,In Progress,71
TASK000357,PROJ01330,EMP0093,Quality Check,07-01-2024,24-04-2025,Pending,100
TASK000358,PROJ03688,EMP0098,Installation,13-10-2024,23-07-2025,completed,46
TASK000359,PROJ04020,EMP0288,Design Approval,19-02-2024,06-04-2025,completed,1
TASK000360,PROJ04029,EMP0130,Quality Check,22-02-2024,07-03-2025,completed,34
TASK000361,PROJ03250,EMP0097,Material Procurement,12-02-2024,24-05-2025,In Progress,68
TASK000362,PROJ00264,EMP0300,Material Procurement,27-12-2024,21-04-2025,Pending,59
TASK000363,PROJ01390,EMP0146,Site Visit,16-09-2024,05-05-2025,In Progress,27
TASK000364,PROJ00335,EMP0286,Quality Check,16-01-2024,06-09-2025,completed,97
TASK000365,PROJ03710,EMP0048,Handover,12-04-2024,23-06-2025,Delayed,84
TASK000366,PROJ04865,EMP0228,Handover,12-06-2024,,Completed,53
TASK000367,PROJ04380,EMP0022,Design Approval,21-05-2024,22-03-2025,In Progress,56
TASK000368,PROJ00556,EMP0068,Installation,05-04-2024,21-03-2025,completed,8
TASK000369,PROJ02513,EMP0117,Quality Check,13-05-2024,,Completed,22
TASK000370,PROJ03826,EMP0210,Quality Check,05-04-2024,10-08-2025,Delayed,53
TASK000371,PROJ01492,EMP0300,Site Visit,10-03-2024,11-04-2025,Completed,90
TASK000372,PROJ04626,EMP0270,Design Approval,17-01-2024,06-10-2025,Delayed,69
TASK000373,PROJ03217,EMP0145,Quality Check,03-05-2024,01-08-2025,Completed,74
TASK000374,PROJ04674,EMP0062,Material Procurement,06-08-2024,04-06-2025,In Progress,35
TASK000375,PROJ02554,EMP0033,Handover,22-11-2024,,completed,45
TASK000376,PROJ03229,EMP0188,Quality Check,17-06-2024,21-05-2025,Pending,52
TASK000377,PROJ02442,EMP0040,Material Procurement,11-08-2024,22-06-2025,In Progress,38
TASK000378,PROJ03159,EMP0064,Handover,21-01-2024,17-10-2025,Completed,70
TASK000379,PROJ00516,EMP0145,Design Approval,16-01-2024,11-09-2025,Delayed,47
TASK000380,PROJ04998,EMP0140,Design Approval,22-04-2024,07-05-2025,Delayed,51
TASK000381,PROJ00002,EMP0227,Installation,15-12-2024,22-02-2025,In Progress,37
TASK000382,PROJ01524,EMP0151,Material Procurement,22-12-2024,,Delayed,63
TASK000383,PROJ03271,EMP0030,Design Approval,10-03-2024,,completed,34
TASK000384,PROJ04529,EMP0070,Site Visit,21-10-2024,16-02-2025,Completed,2
TASK000385,PROJ03648,EMP0096,Material Procurement,15-03-2024,28-12-2025,completed,79
TASK000386,PROJ02936,EMP0272,Handover,04-03-2024,15-03-2025,In Progress,66
TASK000387,PROJ01109,EMP0286,Material Procurement,28-04-2024,16-12-2025,Pending,98
TASK000388,PROJ02293,EMP0107,Site Visit,14-01-2024,05-02-2025,Completed,95
TASK000389,PROJ04659,EMP0119,Installation,07-09-2024,04-05-2025,In Progress,35
TASK000390,PROJ03930,EMP0152,Site Visit,09-01-2024,20-01-2025,Pending,51
TASK000391,PROJ04215,EMP0083,Installation,07-12-2024,15-01-2025,Pending,0
TASK000392,PROJ01874,EMP0116,Design Approval,08-06-2024,12-02-2025,In Progress,62
TASK000393,PROJ03029,EMP0024,Material Procurement,06-10-2024,01-10-2025,Delayed,95
TASK000394,PROJ04810,EMP0078,Design Approval,02-02-2024,16-03-2025,completed,46
TASK000395,PROJ04974,EMP0109,Design Approval,09-02-2024,12-05-2025,Completed,88
TASK000396,PROJ00986,EMP0225,Quality Check,12-03-2024,13-11-2025,Delayed,98
TASK000397,PROJ01890,EMP0135,Site Visit,19-12-2024,23-09-2025,Pending,99
TASK000398,PROJ00663,EMP0067,Handover,22-02-2024,05-08-2025,In Progress,40
TASK000399,PROJ02510,EMP0176,Quality Check,10-06-2024,02-04-2025,Delayed,3
TASK000400,PROJ04742,EMP0022,Installation,10-06-2024,,Delayed,23
TASK000401,PROJ00575,EMP0142,Site Visit,13-01-2024,26-12-2025,In Progress,54
TASK000402,PROJ02887,EMP0098,Installation,09-04-2024,03-08-2025,completed,99
TASK000403,PROJ00103,EMP0118,Design Approval,16-12-2024,03-11-2025,Delayed,67
TASK000404,PROJ02526,EMP0268,Handover,22-11-2024,09-03-2025,In Progress,78
TASK000405,PROJ03806,EMP0075,Design Approval,28-10-2024,27-08-2025,Pending,95
TASK000406,PROJ00467,EMP0131,Design Approval,26-01-2024,08-12-2025,completed,95
TASK000407,PROJ03206,EMP0197,Handover,02-04-2024,02-04-2025,Completed,31
TASK000408,PROJ01922,EMP0230,Installation,26-08-2024,12-08-2025,Completed,34
TASK000409,PROJ00254,EMP0002,Site Visit,23-12-2024,12-08-2025,Delayed,38
TASK000410,PROJ04867,EMP0280,Quality Check,27-10-2024,01-08-2025,completed,33
TASK000411,PROJ04710,EMP0151,Handover,10-12-2024,15-01-2025,Completed,31
TASK000412,PROJ02431,EMP0227,Quality Check,23-10-2024,25-11-2025,completed,65
TASK000413,PROJ00145,EMP0050,Material Procurement,24-08-2024,08-10-2025,completed,45
TASK000414,PROJ04288,EMP0097,Handover,25-01-2024,14-10-2025,Completed,89
TASK000415,PROJ01793,EMP0015,Site Visit,14-10-2024,25-06-2025,Delayed,17
TASK000416,PROJ02036,EMP0101,Design Approval,15-04-2024,,Delayed,91
TASK000417,PROJ02612,EMP0069,Quality Check,05-07-2024,18-10-2025,Delayed,8
TASK000418,PROJ02001,EMP0016,Material Procurement,15-09-2024,15-02-2025,Delayed,57
TASK000419,PROJ01227,EMP0031,Material Procurement,09-10-2024,23-05-2025,Delayed,83
TASK000420,PROJ00688,EMP0013,Quality Check,16-08-2024,,Delayed,90
TASK000421,PROJ02468,EMP0167,Installation,27-01-2024,17-09-2025,completed,89
TASK000422,PROJ02640,EMP0177,Quality Check,09-12-2024,14-09-2025,In Progress,18
TASK000423,PROJ00732,EMP0111,Quality Check,17-03-2024,16-03-2025,In Progress,93
TASK000424,PROJ02387,EMP0269,Site Visit,06-04-2024,03-12-2025,completed,22
TASK000425,PROJ02119,EMP0145,Material Procurement,08-03-2024,,In Progress,55
TASK000426,PROJ03742,EMP0123,Design Approval,28-08-2024,01-05-2025,Delayed,47
TASK000427,PROJ02741,EMP0157,Material Procurement,21-07-2024,,completed,40
TASK000428,PROJ04609,EMP0098,Handover,13-02-2024,,Pending,64
TASK000429,PROJ03435,EMP0165,Design Approval,09-12-2024,,Completed,15
TASK000430,PROJ03051,EMP0087,Design Approval,03-08-2024,12-02-2025,Delayed,33
TASK000431,PROJ00411,EMP0199,Material Procurement,21-01-2024,11-08-2025,Completed,39
TASK000432,PROJ01250,EMP0008,Quality Check,06-10-2024,23-10-2025,Delayed,54
TASK000433,PROJ00283,EMP0171,Installation,03-01-2024,09-04-2025,Completed,88
TASK000434,PROJ00036,EMP0071,Handover,04-10-2024,07-08-2025,Delayed,41
TASK000435,PROJ02009,EMP0077,Design Approval,20-12-2024,,Delayed,43
TASK000436,PROJ04149,EMP0165,Quality Check,03-09-2024,,Completed,38
TASK000437,PROJ01707,EMP0074,Handover,24-12-2024,07-09-2025,Pending,8
TASK000438,PROJ03871,EMP0253,Handover,11-05-2024,14-02-2025,completed,39
TASK000439,PROJ00755,EMP0188,Material Procurement,19-12-2024,,Pending,21
TASK000440,PROJ01609,EMP0042,Handover,21-05-2024,,Completed,5
TASK000441,PROJ04697,EMP0179,Quality Check,23-04-2024,18-02-2025,Delayed,8
TASK000442,PROJ01667,EMP0024,Handover,12-04-2024,05-05-2025,Completed,98
TASK000443,PROJ02171,EMP0038,Site Visit,13-04-2024,22-07-2025,Delayed,78
TASK000444,PROJ04796,EMP0067,Quality Check,16-11-2024,23-03-2025,completed,20
TASK000445,PROJ01456,EMP0073,Quality Check,06-03-2024,08-01-2025,In Progress,70
TASK000446,PROJ01499,EMP0018,Handover,10-09-2024,23-08-2025,Completed,29
TASK000447,PROJ02457,EMP0162,Site Visit,28-07-2024,,In Progress,10
TASK000448,PROJ02429,EMP0224,Site Visit,16-09-2024,,Pending,23
TASK000449,PROJ03439,EMP0027,Design Approval,22-12-2024,,Completed,5
TASK000450,PROJ01806,EMP0106,Handover,17-11-2024,03-08-2025,Pending,38
TASK000451,PROJ01872,EMP0290,Material Procurement,03-04-2024,21-10-2025,Completed,12
TASK000452,PROJ01179,EMP0045,Installation,18-08-2024,14-04-2025,Delayed,71
TASK000453,PROJ02975,EMP0002,Handover,22-11-2024,19-11-2025,Completed,31
TASK000454,PROJ01182,EMP0157,Site Visit,20-10-2024,04-04-2025,Completed,48
TASK000455,PROJ03986,EMP0147,Design Approval,21-12-2024,26-11-2025,Delayed,16
TASK000456,PROJ01095,EMP0242,Handover,18-02-2024,,completed,62
TASK000457,PROJ01474,EMP0272,Site Visit,19-09-2024,24-08-2025,completed,71
TASK000458,PROJ04873,EMP0220,Quality Check,15-01-2024,24-01-2025,In Progress,97
TASK000459,PROJ01870,EMP0102,Material Procurement,28-07-2024,,Delayed,81
TASK000460,PROJ01055,EMP0227,Handover,06-02-2024,13-02-2025,Completed,87
TASK000461,PROJ03172,EMP0099,Handover,23-03-2024,04-07-2025,completed,74
TASK000462,PROJ01903,EMP0239,Material Procurement,28-01-2024,20-05-2025,completed,31
TASK000463,PROJ03118,EMP0018,Site Visit,09-08-2024,,Delayed,6
TASK000464,PROJ04430,EMP0124,Site Visit,20-06-2024,,Completed,80
TASK000465,PROJ00362,EMP0166,Site Visit,01-06-2024,12-03-2025,Delayed,12
TASK000466,PROJ04695,EMP0285,Handover,19-03-2024,02-01-2025,Delayed,61
TASK000467,PROJ02973,EMP0213,Quality Check,19-08-2024,21-01-2025,completed,88
TASK000468,PROJ00136,EMP0034,Design Approval,15-12-2024,05-02-2025,completed,48
TASK000469,PROJ03525,EMP0140,Site Visit,28-12-2024,06-01-2025,completed,80
TASK000470,PROJ01317,EMP0060,Design Approval,19-11-2024,14-01-2025,completed,32
TASK000471,PROJ04729,EMP0265,Installation,25-07-2024,,Pending,24
TASK000472,PROJ01185,EMP0079,Site Visit,01-05-2024,15-08-2025,completed,34
TASK000473,PROJ04892,EMP0027,Installation,11-05-2024,24-02-2025,completed,70
TASK000474,PROJ04542,EMP0137,Installation,19-11-2024,,In Progress,47
TASK000475,PROJ01008,EMP0245,Handover,12-11-2024,25-10-2025,Delayed,72
TASK000476,PROJ03118,EMP0027,Installation,02-05-2024,25-12-2025,Delayed,18
TASK000477,PROJ03876,EMP0006,Design Approval,02-08-2024,,Completed,88
TASK000478,PROJ03804,EMP0207,Material Procurement,16-04-2024,21-03-2025,Delayed,88
TASK000479,PROJ03614,EMP0297,Site Visit,22-11-2024,27-10-2025,Completed,2
TASK000480,PROJ00674,EMP0090,Material Procurement,22-07-2024,,completed,98
TASK000481,PROJ01102,EMP0091,Quality Check,04-06-2024,25-03-2025,Delayed,97
TASK000482,PROJ01582,EMP0277,Design Approval,12-03-2024,16-08-2025,In Progress,93
TASK000483,PROJ04013,EMP0049,Quality Check,27-02-2024,17-05-2025,Pending,13
TASK000484,PROJ01582,EMP0197,Design Approval,17-04-2024,24-05-2025,completed,7
TASK000485,PROJ02465,EMP0192,Quality Check,15-08-2024,20-01-2025,Pending,52
TASK000486,PROJ00916,EMP0049,Handover,17-12-2024,18-11-2025,In Progress,33
TASK000487,PROJ01836,EMP0097,Site Visit,12-08-2024,,Pending,46
TASK000488,PROJ04235,EMP0072,Material Procurement,22-11-2024,07-10-2025,In Progress,41
TASK000489,PROJ03489,EMP0277,Handover,17-02-2024,27-10-2025,Pending,15
TASK000490,PROJ03774,EMP0163,Material Procurement,15-08-2024,,completed,90
TASK000491,PROJ04154,EMP0070,Handover,01-07-2024,19-08-2025,Delayed,98
TASK000492,PROJ04486,EMP0253,Quality Check,09-08-2024,11-12-2025,Pending,12
TASK000493,PROJ03463,EMP0182,Design Approval,26-02-2024,23-05-2025,completed,69
TASK000494,PROJ03940,EMP0202,Installation,09-09-2024,26-12-2025,In Progress,77
TASK000495,PROJ03152,EMP0049,Installation,10-02-2024,19-07-2025,completed,7
TASK000496,PROJ04729,EMP0141,Design Approval,23-11-2024,11-05-2025,Delayed,90
TASK000497,PROJ03879,EMP0155,Installation,05-07-2024,27-02-2025,In Progress,37
TASK000498,PROJ02914,EMP0207,Site Visit,25-02-2024,14-03-2025,Delayed,15
TASK000499,PROJ01675,EMP0021,Handover,18-03-2024,25-05-2025,completed,18
TASK000500,PROJ03496,EMP0047,Site Visit,21-02-2024,23-08-2025,completed,39
TASK000501,PROJ03841,EMP0062,Installation,05-09-2024,07-08-2025,In Progress,25
TASK000502,PROJ01359,EMP0202,Material Procurement,21-01-2024,16-11-2025,Delayed,13
TASK000503,PROJ04673,EMP0093,Installation,15-05-2024,,Delayed,92
TASK000504,PROJ01342,EMP0019,Quality Check,14-01-2024,13-06-2025,In Progress,84
TASK000505,PROJ01459,EMP0001,Installation,21-01-2024,20-12-2025,Delayed,2
TASK000506,PROJ00579,EMP0064,Installation,14-03-2024,04-08-2025,Completed,39
TASK000507,PROJ04904,EMP0030,Handover,18-01-2024,19-09-2025,In Progress,22
TASK000508,PROJ01167,EMP0246,Material Procurement,18-06-2024,19-07-2025,Completed,61
TASK000509,PROJ04156,EMP0228,Site Visit,16-11-2024,27-10-2025,Completed,47
TASK000510,PROJ00669,EMP0045,Quality Check,15-05-2024,20-09-2025,completed,34
TASK000511,PROJ00739,EMP0241,Site Visit,01-11-2024,,Completed,62
TASK000512,PROJ03679,EMP0197,Installation,07-07-2024,21-01-2025,In Progress,92
TASK000513,PROJ04227,EMP0236,Quality Check,26-05-2024,16-12-2025,completed,73
TASK000514,PROJ02413,EMP0107,Handover,05-09-2024,22-11-2025,completed,49
TASK000515,PROJ00391,EMP0012,Installation,11-05-2024,02-01-2025,Completed,96
TASK000516,PROJ00980,EMP0141,Handover,27-04-2024,,completed,48
TASK000517,PROJ01354,EMP0169,Material Procurement,05-03-2024,21-12-2025,Pending,80
TASK000518,PROJ00262,EMP0075,Installation,08-01-2024,04-03-2025,completed,90
TASK000519,PROJ00286,EMP0191,Design Approval,28-03-2024,,Delayed,58
TASK000520,PROJ04178,EMP0045,Site Visit,21-12-2024,01-08-2025,Delayed,19
TASK000521,PROJ02077,EMP0294,Installation,22-01-2024,18-02-2025,Completed,89
TASK000522,PROJ01823,EMP0217,Material Procurement,22-05-2024,09-09-2025,Completed,82
TASK000523,PROJ00396,EMP0034,Site Visit,15-06-2024,17-08-2025,Completed,76
TASK000524,PROJ02116,EMP0079,Design Approval,05-10-2024,03-08-2025,completed,7
TASK000525,PROJ04676,EMP0120,Material Procurement,19-07-2024,25-09-2025,In Progress,14
TASK000526,PROJ00582,EMP0139,Site Visit,21-07-2024,27-05-2025,In Progress,20
TASK000527,PROJ04884,EMP0056,Design Approval,18-11-2024,28-08-2025,Completed,14
TASK000528,PROJ00950,EMP0063,Material Procurement,04-02-2024,14-10-2025,completed,99
TASK000529,PROJ00803,EMP0267,Quality Check,14-07-2024,07-05-2025,In Progress,91
TASK000530,PROJ02069,EMP0091,Material Procurement,19-01-2024,09-09-2025,Delayed,62
TASK000531,PROJ02304,EMP0145,Material Procurement,05-02-2024,24-02-2025,Pending,98
TASK000532,PROJ03335,EMP0161,Handover,20-12-2024,11-11-2025,In Progress,25
TASK000533,PROJ03857,EMP0083,Handover,05-02-2024,03-02-2025,Completed,6
TASK000534,PROJ01383,EMP0122,Installation,02-06-2024,05-03-2025,Completed,78
TASK000535,PROJ04805,EMP0028,Handover,15-01-2024,12-05-2025,Delayed,39
TASK000536,PROJ04973,EMP0217,Material Procurement,16-12-2024,,Pending,34
TASK000537,PROJ02189,EMP0054,Installation,17-07-2024,,completed,71
TASK000538,PROJ03870,EMP0182,Material Procurement,27-10-2024,02-11-2025,completed,74
TASK000539,PROJ04105,EMP0081,Design Approval,05-04-2024,25-05-2025,completed,16
TASK000540,PROJ00724,EMP0108,Design Approval,25-09-2024,24-08-2025,completed,46
TASK000541,PROJ04252,EMP0294,Design Approval,14-06-2024,20-05-2025,Delayed,87
TASK000542,PROJ02021,EMP0076,Material Procurement,16-09-2024,18-01-2025,Completed,21
TASK000543,PROJ03702,EMP0284,Site Visit,20-11-2024,08-05-2025,In Progress,5
TASK000544,PROJ00730,EMP0291,Handover,21-11-2024,26-12-2025,In Progress,37
TASK000545,PROJ00785,EMP0024,Installation,06-04-2024,03-08-2025,completed,71
TASK000546,PROJ03183,EMP0210,Quality Check,27-03-2024,,Delayed,45
TASK000547,PROJ02481,EMP0076,Quality Check,22-03-2024,15-05-2025,completed,100
TASK000548,PROJ00060,EMP0006,Design Approval,16-01-2024,,Pending,66
TASK000549,PROJ04243,EMP0068,Quality Check,14-09-2024,17-10-2025,Delayed,1
TASK000550,PROJ03370,EMP0062,Design Approval,12-09-2024,27-01-2025,Completed,6
TASK000551,PROJ03609,EMP0216,Handover,10-05-2024,,Delayed,58
TASK000552,PROJ02180,EMP0282,Handover,27-10-2024,22-01-2025,Pending,33
TASK000553,PROJ01548,EMP0022,Site Visit,15-07-2024,27-02-2025,Completed,2
TASK000554,PROJ02764,EMP0115,Quality Check,09-05-2024,22-09-2025,Pending,37
TASK000555,PROJ04109,EMP0055,Handover,20-07-2024,03-01-2025,Completed,12
TASK000556,PROJ04941,EMP0249,Handover,23-05-2024,10-02-2025,Completed,66
TASK000557,PROJ03879,EMP0140,Site Visit,16-10-2024,03-01-2025,completed,10
TASK000558,PROJ00346,EMP0295,Quality Check,05-05-2024,,Completed,31
TASK000559,PROJ00064,EMP0093,Quality Check,01-06-2024,,completed,33
TASK000560,PROJ00105,EMP0106,Quality Check,23-11-2024,09-05-2025,completed,85
TASK000561,PROJ03604,EMP0188,Design Approval,19-01-2024,,Pending,90
TASK000562,PROJ00433,EMP0171,Installation,27-10-2024,24-02-2025,Completed,66
TASK000563,PROJ01093,EMP0019,Handover,04-02-2024,20-12-2025,In Progress,75
TASK000564,PROJ03981,EMP0101,Design Approval,11-09-2024,21-08-2025,Pending,59
TASK000565,PROJ04826,EMP0226,Design Approval,01-05-2024,,completed,88
TASK000566,PROJ01266,EMP0290,Handover,15-04-2024,21-12-2025,Pending,33
TASK000567,PROJ02274,EMP0016,Site Visit,02-12-2024,,Delayed,15
TASK000568,PROJ04807,EMP0179,Quality Check,28-03-2024,04-02-2025,Pending,100
TASK000569,PROJ00112,EMP0160,Installation,19-05-2024,12-08-2025,completed,17
TASK000570,PROJ02957,EMP0258,Site Visit,08-07-2024,27-06-2025,Delayed,88
TASK000571,PROJ02413,EMP0263,Material Procurement,20-06-2024,01-06-2025,Completed,75
TASK000572,PROJ04248,EMP0073,Material Procurement,25-07-2024,08-06-2025,Pending,74
TASK000573,PROJ04134,EMP0183,Design Approval,06-05-2024,18-04-2025,In Progress,69
TASK000574,PROJ03308,EMP0223,Handover,28-05-2024,24-02-2025,completed,53
TASK000575,PROJ03459,EMP0128,Design Approval,05-03-2024,10-07-2025,Delayed,26
TASK000576,PROJ02634,EMP0001,Material Procurement,25-09-2024,04-12-2025,Delayed,93
TASK000577,PROJ04110,EMP0154,Handover,23-04-2024,20-08-2025,Delayed,91
TASK000578,PROJ02161,EMP0267,Design Approval,12-09-2024,05-01-2025,Completed,48
TASK000579,PROJ03013,EMP0264,Handover,22-08-2024,19-05-2025,In Progress,85
TASK000580,PROJ00577,EMP0204,Handover,20-12-2024,27-03-2025,completed,27
TASK000581,PROJ02897,EMP0282,Quality Check,08-10-2024,,In Progress,82
TASK000582,PROJ04128,EMP0237,Design Approval,18-08-2024,01-08-2025,completed,71
TASK000583,PROJ02530,EMP0183,Material Procurement,23-09-2024,,Pending,9
TASK000584,PROJ03101,EMP0299,Material Procurement,01-03-2024,11-05-2025,In Progress,96
TASK000585,PROJ02811,EMP0202,Handover,07-03-2024,,Pending,7
TASK000586,PROJ01635,EMP0150,Installation,13-03-2024,,Pending,16
TASK000587,PROJ02839,EMP0043,Site Visit,04-10-2024,,In Progress,50
TASK000588,PROJ03361,EMP0269,Handover,13-11-2024,27-04-2025,completed,17
