project_id,customer_id,designer_id,city_id,project_type,start_date,completion_date,project_status,project_budget
PROJ00305,CUS001665,DES150,C144,Villa,2024-08-02,,Delayed,4787584
PROJ00306,CUS003485,DES039,C020,Kitchen,2024-05-20,2025-09-06,Delayed,4795503
PROJ00307,CUS003630,DES114,C069,Office,2024-07-07,2025-08-16,Installation,1474552
PROJ00308,CUS002168,DES005,C146,3BHK,2024-11-10,2025-08-27,completed,3779312
PROJ00309,CUS003624,DES121,C027,Office,2024-05-24,2025-10-24,Planning,2157649
PROJ00310,CUS001907,DES025,C245,Villa,2024-01-06,,completed,3627584
PROJ00311,CUS001315,DES122,C110,2BHK,2024-10-04,2025-08-19,Design Phase,4786301
PROJ00312,CUS001535,DES039,C182,Office,2024-07-10,2025-12-11,Installation,470173
PROJ00313,CUS000295,DES037,C064,2BHK,2024-03-01,,Completed,243219
PROJ00314,CUS004873,DES092,C081,Office,2024-03-05,2025-02-08,Completed,3493868
PROJ00315,CUS002803,DES050,C229,2BHK,2024-07-04,2025-05-26,Installation,3853882
PROJ00316,CUS000743,DES143,C116,Office,2024-12-15,2025-01-20,Completed,2723978
PROJ00317,CUS003613,DES072,C104,Kitchen,2024-07-06,2025-07-15,Delayed,3558723
PROJ00318,CUS003395,DES111,C087,Office,2024-12-17,2025-11-09,completed,4561488
PROJ00319,CUS003617,DES052,C088,3BHK,2024-12-10,2025-05-16,completed,600322
PROJ00320,CUS003105,DES099,C143,2BHK,2024-01-20,2025-02-14,Installation,1068834
PROJ00321,CUS004291,DES090,C101,Villa,2024-03-13,,completed,3627736
PROJ00322,CUS003931,DES144,C076,2BHK,2024-05-04,2025-02-20,Completed,2242196
PROJ00323,CUS000856,DES069,C051,Kitchen,2024-05-25,2025-05-06,Design Phase,4242304
PROJ00324,CUS004874,DES105,C139,Villa,2024-09-10,2025-06-24,Design Phase,1895940
PROJ00325,CUS003729,DES052,C170,Office,2024-02-13,2025-08-23,Design Phase,4880427
PROJ00326,CUS004432,DES021,C081,3BHK,2024-04-05,2025-10-18,Installation,1954060
PROJ00327,CUS004102,DES003,C169,Kitchen,2024-01-16,2025-06-04,Installation,1452851
PROJ00328,CUS001027,DES064,C078,Kitchen,2024-12-09,,Delayed,2294081
PROJ00329,CUS004036,DES014,C090,Kitchen,2024-05-22,2025-02-15,completed,3125142
PROJ00330,CUS001600,DES057,C215,3BHK,24/11/2024,2025-01-11,Completed,4989773
PROJ00331,CUS004426,DES076,C236,Kitchen,2024-08-11,2025-08-16,Design Phase,4137676
PROJ00332,CUS003255,DES041,C003,3BHK,2024-04-17,2025-01-19,Design Phase,3896123
PROJ00333,CUS001794,DES052,C048,3BHK,2024-06-12,2025-03-25,Design Phase,1530151
PROJ00334,CUS003467,DES122,C229,3BHK,2024-11-26,2025-03-27,Delayed,2165844
PROJ00335,CUS002819,DES021,C089,Kitchen,2024-04-05,2025-08-25,Installation,1447445
PROJ00336,CUS002954,DES068,C007,3BHK,2024-05-12,2025-06-01,Completed,3068689
PROJ00337,CUS002407,DES135,C193,2BHK,2024-08-14,2025-10-10,Delayed,3346657
PROJ00338,CUS003334,DES076,C210,2BHK,2024-04-20,2025-09-15,Design Phase,3885721
PROJ00339,CUS001581,DES126,C123,3BHK,2024-10-02,2025-09-11,Delayed,4496268
PROJ00340,CUS002710,DES071,C220,Villa,2024-02-28,2025-11-08,completed,1567734
PROJ00341,CUS003715,DES029,C120,Villa,2024-11-17,2025-07-25,Installation,1779359
PROJ00342,CUS000318,DES103,C089,Office,2024-10-10,2025-04-18,Installation,4932635
PROJ00343,CUS003431,DES039,C037,2BHK,2024-05-14,2025-09-17,Design Phase,876151
PROJ00344,CUS001326,DES095,C047,Kitchen,2024-08-21,2025-08-07,Completed,632337
PROJ00345,CUS002671,DES016,C047,2BHK,2024-07-19,2025-10-03,Completed,2183685
PROJ00346,CUS001227,DES107,C193,Kitchen,2024-02-25,,Completed,1945508
PROJ00347,CUS003938,DES013,C147,2BHK,2024-12-02,2025-12-15,completed,3042429
PROJ00348,CUS001344,DES039,C249,Villa,2024-09-26,2025-04-25,Planning,923707
PROJ00349,CUS002893,DES063,C076,2BHK,2024-01-02,2025-09-23,Delayed,2517148
PROJ00350,CUS000506,DES056,C199,Kitchen,2024-10-23,2025-05-13,completed,4775777
PROJ00351,CUS001061,DES050,C105,3BHK,2024-08-15,,Planning,276389
PROJ00352,CUS001743,DES001,C248,Kitchen,2024-03-12,2025-08-20,Completed,3404538
PROJ00353,CUS001014,DES105,C127,2BHK,2024-10-04,2025-06-02,Planning,3895706
PROJ00354,CUS003074,DES004,C199,3BHK,2024-04-21,2025-10-11,completed,875365
PROJ00355,CUS000845,DES020,C109,Villa,2024-02-21,,completed,2515083
PROJ00356,CUS003554,DES144,C159,Office,2024-05-08,2025-06-09,Delayed,1113811
PROJ00357,CUS000967,DES038,C027,Villa,2024-09-04,2025-01-23,Delayed,679967
PROJ00358,CUS000783,DES025,C163,3BHK,2024-06-12,2025-01-07,Design Phase,4520018
PROJ00359,CUS000240,DES150,C104,Kitchen,2024-12-09,2025-10-21,Delayed,278372
PROJ00360,CUS003745,DES093,C239,Villa,19/08/2024,2025-09-18,Delayed,3508697
PROJ00361,CUS001486,DES125,C081,2BHK,2024-12-12,2025-05-20,completed,3536206
PROJ00362,CUS003899,DES074,C153,2BHK,2024-11-19,,Delayed,2935949
PROJ00363,CUS001512,DES114,C213,Office,2024-09-03,2025-12-15,completed,1562808
PROJ00364,CUS001475,DES132,C192,2BHK,2024-12-18,2025-03-11,completed,4555483
PROJ00365,CUS001563,DES119,C094,Kitchen,2024-11-01,2025-06-12,Design Phase,2878090
PROJ00366,CUS001908,DES050,C110,Kitchen,2024-10-04,2025-01-12,Design Phase,2810271
PROJ00367,CUS002563,DES101,C136,2BHK,2024-06-08,2025-08-20,Installation,792683
PROJ00368,CUS000552,DES025,C203,3BHK,2024-11-16,2025-02-06,Planning,872284
PROJ00369,CUS004692,DES078,C176,Kitchen,2024-06-25,2025-12-22,Completed,3964572
PROJ00370,CUS001315,DES117,C177,Villa,2024-03-08,2025-07-03,Design Phase,944592
PROJ00371,CUS002244,DES077,C014,Kitchen,2024-09-11,2025-04-01,Planning,3111388
PROJ00372,CUS001409,DES125,C114,Kitchen,2024-11-25,2025-02-24,Planning,238466
PROJ00373,CUS004064,DES045,C048,Office,2024-07-11,2025-11-23,Design Phase,4772150
PROJ00374,CUS000903,DES145,C048,3BHK,2024-02-06,2025-05-25,Planning,3399172
PROJ00375,CUS000161,DES055,C170,Villa,2024-05-10,2025-08-08,completed,4353800
PROJ00376,CUS001746,DES144,C170,Villa,2024-12-24,2025-10-16,Delayed,2504469
PROJ00377,CUS003016,DES060,C050,Villa,2024-08-08,2025-12-10,completed,3113750
PROJ00378,CUS004876,DES001,C004,2BHK,2024-02-27,2025-05-16,completed,402529
PROJ00379,CUS001287,DES147,C049,Office,2024-09-06,2025-05-13,Design Phase,4551531
PROJ00380,CUS002070,DES059,C121,Office,2024-08-19,2025-01-14,Delayed,3618643
PROJ00381,CUS000942,DES108,C210,2BHK,2024-03-05,2025-09-10,Planning,4911985
PROJ00382,CUS000109,DES122,C033,Kitchen,2024-08-16,2025-10-23,Installation,3142168
PROJ00383,CUS003810,DES109,C038,Villa,2024-11-07,2025-10-07,Design Phase,1196239
PROJ00384,CUS004417,DES021,C133,2BHK,2024-08-09,2025-03-07,Design Phase,4150629
PROJ00385,CUS003608,DES126,C205,Office,2024-05-06,2025-03-08,Design Phase,2263356
PROJ00386,CUS002668,DES107,C198,2BHK,2024-10-26,2025-11-06,Delayed,3310172
PROJ00387,CUS004869,DES085,C242,2BHK,2024-10-03,2025-12-15,Delayed,3828700
PROJ00388,CUS000803,DES086,C238,Office,2024-11-01,2025-12-24,completed,332607
PROJ00389,CUS003551,DES138,C153,Villa,2024-02-21,2025-06-26,Design Phase,1135794
PROJ00390,CUS004766,DES134,C102,Kitchen,07/03/2024,2025-06-28,Design Phase,1619916
PROJ00391,CUS002460,DES093,C036,2BHK,2024-10-12,2025-12-05,completed,4886990
PROJ00392,CUS001003,DES048,C224,2BHK,2024-09-28,2025-03-22,Planning,1777606
PROJ00393,CUS004301,DES045,C062,Kitchen,2024-11-11,2025-02-22,Installation,3176994
PROJ00394,CUS004447,DES143,C107,Office,2024-10-18,2025-02-08,Completed,973943
PROJ00395,CUS002711,DES146,C151,3BHK,2024-11-09,2025-10-02,Planning,1901421
PROJ00396,CUS004871,DES098,C182,3BHK,2024-08-05,2025-12-17,Delayed,3694298
PROJ00397,CUS002292,DES037,C120,2BHK,2024-12-01,2025-10-26,Completed,3679795
PROJ00398,CUS001839,DES132,C226,3BHK,2024-04-11,2025-02-18,completed,764260
PROJ00399,CUS002450,DES033,C049,3BHK,2024-05-04,2025-08-19,Design Phase,2572332
PROJ00400,CUS004641,DES106,C148,Villa,2024-10-06,2025-05-03,Design Phase,3072361
PROJ00401,CUS000804,DES125,C147,2BHK,2024-09-05,2025-11-01,Installation,281854
PROJ00402,CUS000771,DES017,C168,Kitchen,2024-01-28,2025-03-18,Planning,1463282
PROJ00403,CUS001536,DES003,C122,3BHK,2024-09-24,2025-06-01,Delayed,2517153
PROJ00404,CUS000917,DES031,C089,Villa,2024-05-26,,Completed,1601215
PROJ00405,CUS001238,DES015,C165,Villa,2024-07-20,2025-08-21,Delayed,1184505
PROJ00406,CUS000113,DES017,C111,2BHK,2024-08-15,2025-07-04,Planning,2831504
PROJ00407,CUS002980,DES065,C249,Office,2024-02-16,2025-12-11,Design Phase,4235936
PROJ00408,CUS002568,DES123,C113,Kitchen,2024-11-01,,Installation,4777299
PROJ00409,CUS001412,DES056,C042,Office,2024-04-11,,Planning,2620405
PROJ00410,CUS003775,DES072,C005,Kitchen,2024-10-23,2025-02-20,Installation,3521672
PROJ00411,CUS000683,DES046,C121,Villa,2024-07-13,,Planning,277330
PROJ00412,CUS001973,DES076,C016,Villa,2024-08-13,2025-11-23,Delayed,2465850
PROJ00413,CUS003446,DES050,C077,Office,2024-09-27,2025-07-24,Completed,3002814
PROJ00414,CUS001242,DES059,C114,3BHK,2024-02-03,,Installation,4628021
PROJ00415,CUS000110,DES030,C008,3BHK,2024-07-23,2025-02-05,completed,2122148
PROJ00416,CUS003106,DES049,C087,3BHK,2024-02-22,2025-03-04,Planning,1142810
PROJ00417,CUS001720,DES117,C102,3BHK,2024-12-28,,Planning,259209
PROJ00418,CUS000682,DES012,C119,3BHK,2024-06-19,2025-03-11,Completed,3444285
PROJ00419,CUS003097,DES098,C243,Kitchen,2024-02-05,2025-11-23,Design Phase,1896066
PROJ00420,CUS003123,DES148,C226,Villa,11/11/2024,2025-11-12,Completed,1492047
PROJ00421,CUS003134,DES055,C222,Office,2024-03-16,2025-02-14,Installation,3242311
PROJ00422,CUS003997,DES093,C086,Office,2024-01-08,2025-04-16,Installation,1059672
PROJ00423,CUS000609,DES126,C111,Villa,2024-03-23,2025-04-28,completed,3264720
PROJ00424,CUS000188,DES071,C033,Kitchen,2024-09-20,,Design Phase,1302358
PROJ00425,CUS001741,DES043,C096,Villa,2024-03-03,2025-02-21,Installation,1246603
PROJ00426,CUS003532,DES138,C047,Office,2024-01-22,2025-05-12,Design Phase,1998092
PROJ00427,CUS000103,DES132,C106,3BHK,2024-12-28,2025-03-18,Completed,3251835
PROJ00428,CUS003966,DES117,C215,2BHK,2024-07-07,2025-12-17,Design Phase,1908979
PROJ00429,CUS001863,DES004,C113,Kitchen,2024-12-11,2025-02-21,Installation,3430661
PROJ00430,CUS003665,DES130,C226,Kitchen,2024-06-06,2025-12-13,Design Phase,596834
PROJ00431,CUS004842,DES071,C117,Kitchen,2024-11-08,2025-07-05,Planning,3815574
PROJ00432,CUS003719,DES017,C024,2BHK,2024-02-20,,Delayed,4931252
PROJ00433,CUS004416,DES016,C218,Kitchen,2024-09-16,2025-06-07,completed,1543268
PROJ00434,CUS004639,DES086,C005,3BHK,2024-02-15,2025-10-17,completed,2243132
PROJ00435,CUS001798,DES082,C163,2BHK,2024-11-18,2025-08-14,Installation,2215597
PROJ00436,CUS000429,DES007,C153,Villa,2024-06-03,,completed,3441455
PROJ00437,CUS000138,DES118,C150,2BHK,2024-02-04,2025-06-17,Completed,2590153
PROJ00438,CUS001958,DES009,C234,Office,2024-01-03,2025-06-16,Design Phase,4375100
PROJ00439,CUS002249,DES109,C245,Kitchen,2024-05-16,2025-03-24,completed,2072819
PROJ00440,CUS000662,DES076,C175,3BHK,2024-09-15,2025-10-03,completed,3547943
PROJ00441,CUS001471,DES140,C210,Villa,2024-07-21,2025-09-16,Planning,1055551
PROJ00442,CUS002329,DES102,C043,Villa,2024-01-24,2025-03-24,Installation,3338942
PROJ00443,CUS002469,DES105,C219,Kitchen,2024-02-27,2025-07-24,Planning,2231087
PROJ00444,CUS002659,DES069,C004,Kitchen,2024-06-08,2025-08-04,Design Phase,1133223
PROJ00445,CUS001384,DES084,C099,Office,2024-09-13,2025-09-12,completed,3655018
PROJ00446,CUS001003,DES064,C090,3BHK,2024-11-19,2025-12-13,Completed,3503902
PROJ00447,CUS004757,DES133,C152,3BHK,2024-10-27,2025-07-27,Delayed,1236229
PROJ00448,CUS003477,DES009,C176,3BHK,2024-10-22,2025-05-26,Completed,698230
PROJ00449,CUS002166,DES078,C095,Kitchen,2024-05-04,2025-09-13,completed,1907709
PROJ00450,CUS000258,DES099,C006,2BHK,11/02/2024,,Installation,2881729
PROJ00451,CUS004448,DES131,C162,Villa,2024-04-17,2025-07-22,Design Phase,1194849
PROJ00452,CUS003581,DES023,C086,Office,2024-08-12,,Completed,752698
PROJ00453,CUS001079,DES109,C159,2BHK,2024-06-21,,Installation,2224494
PROJ00454,CUS000045,DES071,C026,3BHK,2024-10-26,2025-07-09,completed,4139499
PROJ00455,CUS001799,DES093,C243,Villa,2024-03-20,2025-04-15,completed,2942219
PROJ00456,CUS004056,DES039,C182,2BHK,2024-05-19,2025-12-02,Delayed,222578
PROJ00457,CUS003256,DES044,C155,Office,2024-09-23,2025-02-23,Delayed,983168
PROJ00458,CUS000563,DES105,C027,3BHK,2024-07-24,2025-07-12,completed,1602416
PROJ00459,CUS004934,DES048,C036,2BHK,2024-08-28,2025-05-06,completed,4529370
PROJ00460,CUS002318,DES067,C082,2BHK,2024-09-16,2025-08-23,Delayed,4875240
PROJ00461,CUS002726,DES087,C164,Office,2024-12-06,2025-04-20,Design Phase,1672177
PROJ00462,CUS004157,DES145,C231,2BHK,2024-07-01,2025-04-15,completed,2614718
PROJ00463,CUS000816,DES106,C225,2BHK,2024-03-22,2025-02-12,Installation,3715922
PROJ00464,CUS002196,DES043,C245,3BHK,2024-10-27,2025-08-09,Delayed,3375514
PROJ00465,CUS001516,DES045,C239,2BHK,2024-08-10,2025-09-27,Completed,4825813
PROJ00466,CUS003363,DES076,C078,Office,2024-09-03,2025-07-03,Completed,1898491
PROJ00467,CUS002622,DES109,C176,Office,2024-05-26,2025-03-06,Design Phase,4585026
PROJ00468,CUS003892,DES039,C040,Office,2024-09-13,2025-10-23,completed,2159719
PROJ00469,CUS003529,DES061,C037,Office,2024-10-10,2025-04-26,Delayed,2472834
PROJ00470,CUS000395,DES098,C116,Kitchen,2024-06-21,2025-04-27,Delayed,2812083
PROJ00471,CUS000142,DES138,C057,Kitchen,2024-09-19,2025-02-21,completed,3894598
PROJ00472,CUS001663,DES118,C129,2BHK,2024-11-09,2025-08-22,Planning,436115
PROJ00473,CUS002288,DES069,C018,Office,2024-02-15,2025-02-28,Design Phase,1610431
PROJ00474,CUS002212,DES089,C079,3BHK,2024-01-07,2025-06-25,Delayed,3395198
PROJ00475,CUS004291,DES015,C082,Villa,2024-12-12,2025-06-28,Installation,290702
PROJ00476,CUS001080,DES036,C128,3BHK,2024-10-16,2025-06-28,Planning,4536501
PROJ00477,CUS004037,DES017,C131,Kitchen,2024-09-15,2025-10-23,Completed,418162
PROJ00478,CUS002049,DES026,C030,3BHK,2024-08-27,2025-11-02,completed,2658065
PROJ00479,CUS000144,DES039,C194,2BHK,2024-07-23,2025-11-09,Planning,3335302
PROJ00480,CUS002329,DES141,C076,Villa,10/01/2024,2025-09-21,Installation,3457314
PROJ00481,CUS004107,DES084,C094,Office,2024-04-28,2025-06-22,Installation,1897238
PROJ00482,CUS003654,DES006,C171,2BHK,2024-10-03,2025-02-21,completed,3878668
PROJ00483,CUS003601,DES066,C236,Villa,2024-11-06,2025-04-21,Planning,4514715
PROJ00484,CUS004622,DES024,C180,Office,2024-04-04,,Installation,1921778
PROJ00485,CUS001992,DES143,C004,Kitchen,2024-08-16,2025-07-09,Completed,4575882
PROJ00486,CUS000286,DES135,C148,2BHK,2024-03-10,2025-01-11,Design Phase,1439535
PROJ00487,CUS000798,DES035,C068,Villa,2024-03-17,,Installation,1987363
PROJ00488,CUS003199,DES090,C099,Villa,2024-09-22,2025-05-10,Delayed,1690629
PROJ00489,CUS004893,DES128,C138,2BHK,2024-07-07,,Design Phase,245335
PROJ00490,CUS001204,DES090,C016,2BHK,2024-01-21,2025-02-21,completed,770827
PROJ00491,CUS002234,DES012,C080,3BHK,2024-01-23,2025-04-20,Design Phase,2266357
PROJ00492,CUS002613,DES147,C166,2BHK,2024-05-06,2025-09-19,Delayed,2306058
PROJ00493,CUS001924,DES106,C019,Villa,2024-11-15,2025-12-09,completed,2327437
PROJ00494,CUS000552,DES098,C086,Villa,2024-05-28,,Planning,4009804
PROJ00495,CUS003361,DES031,C141,3BHK,2024-01-12,2025-01-26,Completed,2746268
PROJ00496,CUS004488,DES005,C015,Villa,2024-07-24,2025-08-20,Completed,650442
PROJ00497,CUS003388,DES146,C079,2BHK,2024-12-08,,Delayed,1085323
PROJ00498,CUS002397,DES129,C044,Villa,2024-09-25,2025-03-15,Planning,4331386
PROJ00499,CUS004164,DES130,C017,Kitchen,2024-11-05,2025-07-20,completed,1013211
PROJ00500,CUS001253,DES085,C109,Office,2024-01-26,2025-11-17,Installation,1192716
PROJ00501,CUS003732,DES045,C074,3BHK,2024-05-21,2025-11-21,Design Phase,3006494
PROJ00502,CUS001654,DES077,C182,2BHK,2024-03-22,2025-07-15,Completed,419074
PROJ00503,CUS001580,DES028,C100,Kitchen,2024-08-13,2025-04-13,Planning,4950729
PROJ00504,CUS003328,DES028,C041,3BHK,2024-01-13,2025-01-18,Planning,2423433
PROJ00505,CUS003333,DES045,C204,Office,2024-03-05,2025-08-18,completed,616199
PROJ00506,CUS003231,DES027,C038,Office,2024-03-06,2025-03-23,completed,572259
PROJ00507,CUS001606,DES002,C023,3BHK,2024-10-18,,Delayed,4872563
PROJ00508,CUS004287,DES002,C190,2BHK,2024-03-21,2025-05-08,Completed,3458432
PROJ00509,CUS001801,DES012,C098,Kitchen,2024-11-06,2025-11-11,Design Phase,3055279
PROJ00510,CUS001696,DES058,C076,3BHK,27/01/2024,2025-03-27,Installation,1214633
PROJ00511,CUS001508,DES127,C130,3BHK,2024-01-20,2025-12-22,completed,3696406
PROJ00512,CUS001404,DES046,C061,3BHK,2024-04-10,2025-05-12,Delayed,3190721
PROJ00513,CUS000689,DES044,C141,2BHK,2024-02-01,2025-03-01,Design Phase,1866680
PROJ00514,CUS001274,DES039,C153,Office,2024-05-04,2025-02-09,completed,2769598
PROJ00515,CUS000146,DES061,C114,2BHK,2024-09-11,2025-09-12,Completed,468673
PROJ00516,CUS001132,DES054,C002,Villa,2024-05-03,2025-10-22,Planning,4063866
PROJ00517,CUS002990,DES118,C133,2BHK,2024-07-20,2025-01-22,Delayed,4894936
PROJ00518,CUS001981,DES139,C197,Villa,2024-07-22,2025-04-02,Delayed,3185448
PROJ00519,CUS002016,DES144,C243,Villa,2024-08-21,2025-10-05,Completed,573299
PROJ00520,CUS004829,DES034,C018,Villa,2024-07-27,2025-07-03,Installation,488187
PROJ00521,CUS001885,DES093,C149,Kitchen,2024-04-11,,Delayed,1748870
PROJ00522,CUS002908,DES046,C010,Office,2024-01-24,2025-09-07,Design Phase,2634473
PROJ00523,CUS002462,DES013,C109,3BHK,2024-05-18,2025-06-18,Planning,2837271
PROJ00524,CUS000327,DES046,C022,Kitchen,2024-03-27,2025-09-20,Completed,2089322
PROJ00525,CUS001987,DES009,C061,Villa,2024-06-01,2025-10-11,Design Phase,486539
PROJ00526,CUS001007,DES135,C060,3BHK,2024-04-16,2025-12-19,Installation,1627693
PROJ00527,CUS000547,DES087,C084,3BHK,2024-06-21,2025-12-02,completed,2043526
PROJ00528,CUS004559,DES021,C061,3BHK,2024-08-27,2025-12-27,Completed,3321502
PROJ00529,CUS004402,DES044,C198,3BHK,2024-12-24,2025-12-24,Delayed,1967311
PROJ00530,CUS003971,DES053,C125,Office,2024-12-05,2025-03-12,Planning,3896130
PROJ00531,CUS001970,DES036,C116,Kitchen,2024-12-07,2025-04-08,Delayed,1698817
PROJ00532,CUS000808,DES094,C233,Kitchen,2024-12-07,2025-06-27,Planning,4433572
PROJ00533,CUS004307,DES004,C151,2BHK,2024-02-09,2025-06-09,Completed,2118512
PROJ00534,CUS004089,DES075,C179,Kitchen,2024-11-04,2025-11-03,completed,2541805
PROJ00535,CUS001081,DES106,C062,Kitchen,2024-11-26,2025-10-15,completed,3699013
PROJ00536,CUS002531,DES004,C048,Villa,2024-02-28,2025-05-07,completed,4043692
PROJ00537,CUS000454,DES012,C046,Kitchen,2024-08-16,,Installation,2021995
PROJ00538,CUS003023,DES122,C245,Office,2024-11-09,2025-07-01,Design Phase,4700321
PROJ00539,CUS003952,DES097,C169,3BHK,2024-12-22,2025-01-28,Design Phase,4884759
PROJ00540,CUS003681,DES083,C015,2BHK,23/11/2024,2025-12-09,Design Phase,2109919
PROJ00541,CUS002094,DES131,C180,2BHK,2024-08-01,2025-04-18,Installation,486696
PROJ00542,CUS004591,DES114,C204,Kitchen,2024-04-21,,Delayed,4594023
PROJ00543,CUS003612,DES105,C031,Office,2024-09-21,2025-05-19,Planning,1529773
PROJ00544,CUS004589,DES116,C025,2BHK,2024-08-23,2025-09-19,Design Phase,2631475
PROJ00545,CUS001107,DES026,C041,Villa,2024-08-10,2025-04-26,Delayed,1025384
PROJ00546,CUS001056,DES076,C160,Villa,2024-03-20,,Planning,763180
PROJ00547,CUS000994,DES142,C122,Office,2024-01-10,2025-11-28,Design Phase,2218832
PROJ00548,CUS004885,DES044,C160,2BHK,2024-08-24,2025-04-14,completed,3638863
PROJ00549,CUS004162,DES002,C238,2BHK,2024-11-05,,Delayed,2123935
PROJ00550,CUS003504,DES083,C202,3BHK,2024-12-26,2025-02-04,Completed,2811599
PROJ00551,CUS001673,DES134,C243,2BHK,2024-08-18,2025-08-12,Planning,3492067
PROJ00552,CUS000753,DES078,C016,3BHK,2024-03-02,2025-12-18,Planning,205422
PROJ00553,CUS004436,DES112,C208,2BHK,2024-07-27,2025-02-01,Completed,4284730
PROJ00554,CUS003100,DES104,C015,2BHK,2024-02-25,2025-01-12,Installation,1646439
PROJ00555,CUS001440,DES010,C101,Kitchen,2024-12-06,,Design Phase,3261876
PROJ00556,CUS002352,DES025,C022,2BHK,2024-09-09,2025-05-17,Design Phase,2319885
PROJ00557,CUS002174,DES147,C087,3BHK,2024-02-14,2025-10-26,Planning,1142605
PROJ00558,CUS004550,DES067,C061,Kitchen,2024-02-22,2025-01-05,completed,1271686
PROJ00559,CUS003560,DES072,C218,3BHK,2024-07-08,2025-06-04,Design Phase,2489101
PROJ00560,CUS001723,DES116,C245,Villa,2024-10-22,2025-11-19,Planning,2730834
PROJ00561,CUS004498,DES090,C175,2BHK,2024-08-26,,Delayed,4543496
PROJ00562,CUS001550,DES051,C222,Office,2024-08-18,,Installation,2184794
PROJ00563,CUS000412,DES140,C190,Kitchen,2024-05-23,2025-03-02,completed,702554
PROJ00564,CUS001199,DES043,C235,2BHK,2024-11-14,2025-10-11,Delayed,3565320
PROJ00565,CUS003089,DES051,C033,Office,2024-11-02,2025-01-21,completed,1079878
PROJ00566,CUS000112,DES125,C189,2BHK,2024-03-26,,Installation,238179
PROJ00567,CUS004060,DES117,C004,3BHK,2024-01-14,2025-10-25,Installation,2330857
PROJ00568,CUS002926,DES098,C166,Villa,2024-12-26,2025-01-13,Delayed,4829797
PROJ00569,CUS002828,DES010,C108,2BHK,2024-02-08,,Completed,1537379
PROJ00570,CUS001864,DES089,C100,2BHK,01/02/2024,,Design Phase,4713395
PROJ00571,CUS000381,DES133,C038,3BHK,2024-02-22,2025-08-10,Completed,2067910
PROJ00572,CUS002456,DES007,C076,3BHK,2024-09-08,2025-08-17,completed,2112023
PROJ00573,CUS001600,DES135,C162,Kitchen,2024-07-27,2025-08-12,Delayed,655173
PROJ00574,CUS004738,DES011,C198,Villa,2024-10-07,2025-02-19,Delayed,4610480
PROJ00575,CUS000329,DES144,C210,Office,2024-01-01,,completed,4852142
PROJ00576,CUS001267,DES107,C210,3BHK,2024-01-21,2025-11-25,Delayed,1492480
PROJ00577,CUS000682,DES150,C090,Office,2024-02-02,2025-05-08,Planning,2072476
